Ticker,Name,Price,Expense Ratio,Category,Morning Star Rating,Net Assets,Holdings Turnover,Inception Date,Fund Family,Cash,Stocks,Bonds,Others,Preferred,Convertable,Basic Materials,Consumer Cyclical,Financial Services,Realestate,Consumer Defensive,Healthcare,Utilities,Communication Services,Energy,Industrials,Technology,Number Years Up,Number Years Down,YTD,1-Month,3-Month,1-Year,3-Year,5-Year,10-Year,Inception,Minimum Initial Investment,Minimum Subsequent Investment,Mutual Fund,ETF,Capture Date
AUIYX,AB Equity Income Fund Advisor Class,29.47,0.74,Large Value,4,489.02M,43.00,1996-09-30,AllianceBernstein,0.26,99.74,0.00,0.00,0.00,0.00,2.84,7.85,14.18,1.89,11.40,14.07,4.19,7.39,2.48,11.71,21.99,19,5,4.48,4.09,12.04,4.48,6.80,9.81,9.91,NULL,0,0,True,False,2021-01-26
AUIAX,AB Equity Income Fund Class A,29.12,0.99,Large Value,3,489.02M,43.00,1993-10-17,AllianceBernstein,0.26,99.74,0.00,0.00,0.00,0.00,2.84,7.85,14.18,1.89,11.40,14.07,4.19,7.39,2.48,11.71,21.99,21,6,4.20,4.04,11.92,4.20,6.53,9.54,9.61,NULL,2500,50,True,False,2021-01-26
AUICX,AB Equity Income Fund Class C,28.66,1.74,Large Value,3,489.02M,43.00,1993-10-26,AllianceBernstein,0.26,99.74,0.00,0.00,0.00,0.00,2.84,7.85,14.18,1.89,11.40,14.07,4.19,7.39,2.48,11.71,21.99,21,6,3.42,4.01,11.76,3.42,5.75,8.72,8.82,NULL,2500,50,True,False,2021-01-26
ANAGX,AB Global Bond Fund Class A,8.65,0.81,World Bond-USD Hedged,3,7.07B,135.00,1992-03-26,AllianceBernstein,50.51,0.07,29.86,0.00,0.06,1.33,0.00,0.00,97.00,0.00,0.00,0.00,0.00,0.00,0.09,2.91,0.00,24,4,4.72,0.60,1.80,4.72,3.97,4.05,3.66,NULL,2500,50,True,False,2021-01-26
ANACX,AB Global Bond Fund Class C,8.68,1.56,World Bond-USD Hedged,2,7.07B,135.00,1993-05-02,AllianceBernstein,50.51,0.07,29.86,0.00,0.06,1.33,0.00,0.00,97.00,0.00,0.00,0.00,0.00,0.00,0.09,2.91,0.00,21,6,4.03,0.53,1.72,4.03,3.18,3.29,2.90,NULL,2500,50,True,False,2021-01-26
ARSYX,AB Global Real Estate Investment Fund Advisor Class,14.33,1.13,Global Real Estate,3,115.82M,56.00,1996-09-29,AllianceBernstein,1.15,98.85,0.00,0.00,0.00,0.00,0.82,1.87,0.00,96.04,0.00,0.00,0.00,0.00,0.00,0.92,0.35,16,8,-5.28,4.25,13.21,-5.28,3.51,5.39,6.48,NULL,0,0,True,False,2021-01-26
AREAX,AB Global Real Estate Investment Fund Class A,14.50,1.38,Global Real Estate,3,115.82M,56.00,1996-09-29,AllianceBernstein,1.15,98.85,0.00,0.00,0.00,0.00,0.82,1.87,0.00,96.04,0.00,0.00,0.00,0.00,0.00,0.92,0.35,16,8,-5.52,4.22,13.16,-5.52,3.24,5.12,6.20,NULL,2500,50,True,False,2021-01-26
ARECX,AB Global Real Estate Investment Fund Class C,14.30,2.13,Global Real Estate,3,115.82M,56.00,1996-09-29,AllianceBernstein,1.15,98.85,0.00,0.00,0.00,0.00,0.82,1.87,0.00,96.04,0.00,0.00,0.00,0.00,0.00,0.92,0.35,16,8,-6.19,4.19,12.99,-6.19,2.48,4.33,5.42,NULL,2500,50,True,False,2021-01-26
CBSYX,AB Global Risk Allocation Fund Class Adv,18.79,1.12,Tactical Allocation,4,216.69M,3.00,1996-09-30,AllianceBernstein,8.81,33.65,57.50,0.03,0.00,0.00,6.48,8.70,16.03,4.49,9.50,11.19,7.24,5.39,5.19,11.69,14.11,20,4,10.93,4.14,9.59,10.93,5.64,7.25,6.26,NULL,0,0,True,False,2021-01-26
CBACX,AB Global Risk Allocation Fund Class C,17.04,2.13,Tactical Allocation,3,216.69M,3.00,1993-05-02,AllianceBernstein,8.81,33.65,57.50,0.03,0.00,0.00,6.48,8.70,16.03,4.49,9.50,11.19,7.24,5.39,5.19,11.69,14.11,21,6,9.77,4.05,9.28,9.77,4.58,6.19,5.19,NULL,2500,50,True,False,2021-01-26
AGDAX,AB High Income Fund Class A,8.04,0.87,High Yield Bond,2,5.44B,54.00,1994-02-24,AllianceBernstein,14.33,1.02,73.66,0.21,1.00,2.94,8.42,0.00,28.99,0.00,0.00,0.00,0.00,5.54,34.92,8.86,13.26,22,4,2.91,2.57,8.18,2.91,3.30,6.50,5.76,NULL,2500,50,True,False,2021-01-26
AGDCX,AB High Income Fund Class C,8.13,1.62,High Yield Bond,2,5.44B,54.00,1994-02-24,AllianceBernstein,14.33,1.02,73.66,0.21,1.00,2.94,8.42,0.00,28.99,0.00,0.00,0.00,0.00,5.54,34.92,8.86,13.26,22,4,2.10,2.61,8.01,2.10,2.44,5.65,4.93,NULL,2500,50,True,False,2021-01-26
ARIIX,AB Global Real Estate Investment Fund II Class I,10.77,0.70,Global Real Estate,4,246.49M,48.00,1997-12-08,AllianceBernstein,0.33,99.67,0.00,0.00,0.00,0.00,0.82,1.72,0.00,95.85,0.00,0.00,0.00,0.00,0.00,1.15,0.46,16,7,-4.63,4.37,13.28,-4.63,4.07,5.94,7.03,NULL,2000000,0,True,False,2021-01-26
APGYX,AB Large Cap Growth Fund Advisor Class,83.57,0.61,Large Growth,5,15.66B,32.00,1996-09-30,AllianceBernstein,6.90,93.10,0.00,0.00,0.00,0.00,1.90,13.85,8.13,0.00,5.63,24.50,0.00,16.72,0.00,4.44,24.82,18,6,34.36,3.83,11.07,34.36,22.57,20.10,17.65,NULL,0,0,True,False,2021-01-26
APGAX,AB Large Cap Growth Fund Class A,75.39,0.86,Large Growth,4,15.66B,32.00,1992-09-27,AllianceBernstein,6.90,93.10,0.00,0.00,0.00,0.00,1.90,13.85,8.13,0.00,5.63,24.50,0.00,16.72,0.00,4.44,24.82,21,7,34.03,3.81,10.99,34.03,22.26,19.80,17.37,NULL,2500,50,True,False,2021-01-26
APGCX,AB Large Cap Growth Fund Class C,52.59,1.61,Large Growth,4,15.66B,32.00,1993-05-02,AllianceBernstein,6.90,93.10,0.00,0.00,0.00,0.00,1.90,13.85,8.13,0.00,5.63,24.50,0.00,16.72,0.00,4.44,24.82,20,7,33.02,3.75,10.79,33.02,21.35,18.91,16.47,NULL,2500,50,True,False,2021-01-26
AAZAX,AB Municipal Income Fund II Arizona Portfolio Class A,11.42,0.78,Muni Single State Interm,4,114.17M,13.00,1994-05-31,AllianceBernstein,0.49,0.00,99.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,3,3.36,0.84,2.17,3.36,3.59,3.32,4.11,NULL,2500,50,True,False,2021-01-26
AAZCX,AB Municipal Income Fund II Arizona Portfolio Class C,11.40,1.53,Muni Single State Interm,3,114.17M,13.00,1994-05-31,AllianceBernstein,0.49,0.00,99.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,4,2.50,0.78,1.98,2.50,2.79,2.55,3.36,NULL,2500,50,True,False,2021-01-26
AMAAX,AB Municipal Income Fund II Massachusetts Portfolio Class A,11.62,0.77,Muni Massachusetts,3,205.55M,13.00,1994-03-28,AllianceBernstein,3.59,0.00,96.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,4,4.89,0.73,2.20,4.89,3.78,3.16,4.10,NULL,2500,50,True,False,2021-01-26
AMACX,AB Municipal Income Fund II Massachusetts Portfolio Class C,11.60,1.52,Muni Massachusetts,2,205.55M,13.00,1994-03-28,AllianceBernstein,3.59,0.00,96.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,5,4.03,0.67,1.92,4.03,2.98,2.38,3.35,NULL,2500,50,True,False,2021-01-26
AMNAX,AB Municipal Income Fund II Minnesota Portfolio Class A,10.59,0.85,Muni Minnesota,3,56.94M,10.00,1993-06-24,AllianceBernstein,2.18,0.00,97.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,4,4.43,0.59,1.73,4.43,3.69,3.19,3.92,NULL,2500,50,True,False,2021-01-26
AMNCX,AB Municipal Income Fund II Minnesota Portfolio Class C,10.60,1.60,Muni Minnesota,2,56.94M,10.00,1993-06-24,AllianceBernstein,2.18,0.00,97.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,6,3.74,0.62,1.63,3.74,2.94,2.43,3.17,NULL,2500,50,True,False,2021-01-26
ANJAX,AB Municipal Income Fund II New Jersey Portfolio Class A,10.11,0.84,Muni New Jersey,3,77.53M,10.00,1993-06-24,AllianceBernstein,0.36,0.00,99.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,4,4.52,1.14,2.66,4.52,4.07,3.87,4.24,NULL,2500,50,True,False,2021-01-26
ANJCX,AB Municipal Income Fund II New Jersey Portfolio Class C,10.12,1.59,Muni New Jersey,2,77.53M,10.00,1993-06-24,AllianceBernstein,0.36,0.00,99.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,6,3.74,0.98,2.36,3.74,3.29,3.07,3.47,NULL,2500,50,True,False,2021-01-26
AOHAX,AB Municipal Income Fund II Ohio Portfolio Class A,10.32,0.81,Muni Ohio,3,73.44M,19.00,1993-06-24,AllianceBernstein,1.51,0.00,98.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,4,4.62,0.91,2.15,4.62,3.83,3.37,3.62,NULL,2500,50,True,False,2021-01-26
AOHCX,AB Municipal Income Fund II Ohio Portfolio Class C,10.31,1.56,Muni Ohio,1,73.44M,19.00,1993-06-24,AllianceBernstein,1.51,0.00,98.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,6,3.84,0.85,1.96,3.84,3.02,2.57,2.87,NULL,2500,50,True,False,2021-01-26
APAAX,AB Municipal Income Fund II Pennsylvania Portfolio Class A,10.84,0.85,Muni Pennsylvania,3,69.39M,11.00,1993-06-24,AllianceBernstein,2.02,0.00,97.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,4,4.61,0.78,1.90,4.61,3.94,3.49,4.11,NULL,2500,50,True,False,2021-01-26
APACX,AB Municipal Income Fund II Pennsylvania Portfolio Class Class C,10.85,1.60,Muni Pennsylvania,2,69.39M,11.00,1993-06-24,AllianceBernstein,2.02,0.00,97.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,6,3.92,0.71,1.80,3.92,3.16,2.71,3.37,NULL,2500,50,True,False,2021-01-26
AVAAX,AB Municipal Income Fund II Virginia Portfolio Class A,11.56,0.80,Muni Single State Interm,4,225.27M,16.00,1994-04-28,AllianceBernstein,1.64,0.00,98.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,3,4.52,0.89,2.17,4.52,3.83,3.42,4.18,NULL,2500,50,True,False,2021-01-26
AVACX,AB Municipal Income Fund II Virginia Portfolio Class C,11.53,1.55,Muni Single State Interm,3,225.27M,16.00,1994-04-28,AllianceBernstein,1.64,0.00,98.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,5,3.75,0.83,1.98,3.75,3.04,2.66,3.43,NULL,2500,50,True,False,2021-01-26
ACACX,AB Municipal Income Fund California Portfolio Class C,11.52,1.50,Muni California Intermediate,3,995.37M,16.00,1993-05-02,AllianceBernstein,3.56,0.00,96.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,6,4.07,0.95,2.63,4.07,3.16,2.59,3.75,NULL,2500,50,True,False,2021-01-26
ALNCX,AB Municipal Income Fund National Portfolio Class C,10.73,1.50,Muni National Interm,3,1.74B,28.00,1993-05-02,AllianceBernstein,2.88,0.00,97.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,6,3.89,0.89,2.41,3.89,3.15,2.79,3.72,NULL,2500,50,True,False,2021-01-26
ANYCX,AB Municipal Income Fund New York Portfolio Class C,10.25,1.50,Muni New York Intermediate,2,625.57M,23.00,1993-05-02,AllianceBernstein,2.97,0.00,97.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,6,2.63,1.23,2.84,2.63,2.72,2.40,3.04,NULL,2500,50,True,False,2021-01-26
AGRYX,AB Growth Fund Advisor Class,117.13,0.92,Large Growth,4,1.5B,38.00,1996-09-30,AllianceBernstein,2.84,97.16,0.00,0.00,0.00,0.00,1.10,14.63,8.27,0.00,5.99,22.52,0.00,16.95,0.00,4.70,25.83,19,5,36.27,4.21,13.71,36.27,23.02,20.50,17.07,NULL,0,0,True,False,2021-01-26
AGRCX,AB Growth Fund Class C,39.56,1.92,Large Growth,4,1.5B,38.00,1993-08-01,AllianceBernstein,2.84,97.16,0.00,0.00,0.00,0.00,1.10,14.63,8.27,0.00,5.99,22.52,0.00,16.95,0.00,4.70,25.83,21,6,34.92,4.11,13.42,34.92,21.80,19.30,15.89,NULL,2500,50,True,False,2021-01-26
AGIAX,AB Tax-Managed All Market Income Portfolio Class A,12.49,1.00,Allocation--30% to 50% Equity,1,90.11M,35.00,1992-05-03,AllianceBernstein,6.84,28.33,58.07,0.05,6.71,0.00,4.54,3.27,11.15,8.90,18.42,19.67,6.82,6.51,1.79,11.50,7.42,19,9,-1.20,2.48,6.74,-1.20,3.51,4.63,4.42,NULL,2500,50,True,False,2021-01-26
AGICX,AB Tax-Managed All Market Income Portfolio Class C,12.75,1.75,Allocation--30% to 50% Equity,1,90.11M,35.00,1993-08-01,AllianceBernstein,6.84,28.33,58.07,0.05,6.71,0.00,4.54,3.27,11.15,8.90,18.42,19.67,6.82,6.51,1.79,11.50,7.42,18,9,-1.89,2.45,6.48,-1.89,2.73,3.84,3.66,NULL,2500,50,True,False,2021-01-26
CBBYX,AB Relative Value Fund Advisor Class,6.00,0.65,Large Value,4,1.66B,55.00,1996-09-30,AllianceBernstein,7.22,92.78,0.00,0.00,0.00,0.00,1.09,9.32,19.31,2.68,8.56,13.62,0.00,8.31,2.92,19.97,14.23,20,4,3.03,3.95,18.23,3.03,6.27,9.74,11.50,NULL,0,0,True,False,2021-01-26
CBBCX,AB Relative Value Fund Class C,5.98,1.65,Large Value,4,1.66B,55.00,1993-05-02,AllianceBernstein,7.22,92.78,0.00,0.00,0.00,0.00,1.09,9.32,19.31,2.68,8.56,13.62,0.00,8.31,2.92,19.97,14.23,22,5,2.04,3.88,17.90,2.04,5.25,8.68,10.40,NULL,2500,50,True,False,2021-01-26
ATEYX,AB Sustainable Global Thematic Fund Advisor Class,178.69,0.97,World Large Stock,4,1.79B,37.00,1996-09-30,AllianceBernstein,5.41,94.59,0.00,0.00,0.00,0.00,4.15,5.52,12.22,0.00,3.40,25.41,3.14,1.75,0.00,21.99,22.41,18,6,39.71,5.00,13.76,39.71,17.89,18.32,10.29,NULL,0,0,True,False,2021-01-26
ATECX,AB Sustainable Global Thematic Fund Class C,130.06,1.98,World Large Stock,4,1.79B,37.00,1993-05-02,AllianceBernstein,5.41,94.59,0.00,0.00,0.00,0.00,4.15,5.52,12.22,0.00,3.40,25.41,3.14,1.75,0.00,21.99,22.41,21,6,38.32,4.91,13.48,38.32,16.72,17.14,9.17,NULL,2500,50,True,False,2021-01-26
AWPYX,AB Sustainable International Thematic Fund Advisor Class,24.01,1.08,Foreign Large Growth,3,606.06M,37.00,1996-09-30,AllianceBernstein,5.74,94.26,0.00,0.00,0.00,0.00,4.20,8.72,14.73,0.00,8.73,17.82,1.99,3.89,2.82,19.68,17.41,15,9,29.87,5.50,14.12,29.87,11.02,11.42,6.26,NULL,0,0,True,False,2021-01-26
AWPAX,AB Sustainable International Thematic Fund Class A,23.29,1.34,Foreign Large Growth,2,606.06M,37.00,1994-06-01,AllianceBernstein,5.74,94.26,0.00,0.00,0.00,0.00,4.20,8.72,14.73,0.00,8.73,17.82,1.99,3.89,2.82,19.68,17.41,17,9,29.55,5.53,14.08,29.55,10.75,11.16,5.98,NULL,2500,50,True,False,2021-01-26
AWPCX,AB Sustainable International Thematic Fund Class C,19.73,2.09,Foreign Large Growth,2,606.06M,37.00,1995-02-07,AllianceBernstein,5.74,94.26,0.00,0.00,0.00,0.00,4.20,8.72,14.73,0.00,8.73,17.82,1.99,3.89,2.82,19.68,17.41,16,9,28.57,5.47,13.85,28.57,9.92,10.31,5.20,NULL,2500,50,True,False,2021-01-26
MLSCX,Aberdeen U.S. Sustainable Leaders Smaller Companies Fund Class C,1.2600,1.90,Large Growth,1,15.5M,54.04,1997-12-30,Aberdeen,0.00,100.00,0.00,0.00,0.00,0.00,0.00,9.44,11.41,7.32,2.96,15.02,3.03,4.16,0.00,18.04,28.63,16,7,25.75,8.41,16.44,25.75,17.08,12.81,6.85,NULL,1000,50,True,False,2021-01-26
GLLAX,Aberdeen Global Equity Fund Class A,15.90,1.53,World Large Stock,3,29.13M,29.04,2000-08-29,Aberdeen,1.19,98.81,0.00,0.00,0.00,0.00,5.70,12.59,19.10,0.00,15.79,14.96,0.00,6.57,0.00,6.82,18.48,13,7,15.61,5.59,14.75,15.61,8.00,10.89,6.35,NULL,1000,50,True,False,2021-01-26
GLLSX,Aberdeen Global Equity Fund Institutional Service Class,16.15,1.29,World Large Stock,3,29.13M,29.04,2000-08-29,Aberdeen,1.19,98.81,0.00,0.00,0.00,0.00,5.70,12.59,19.10,0.00,15.79,14.96,0.00,6.57,0.00,6.82,18.48,6,3,15.93,5.65,14.83,15.93,8.27,11.20,6.64,NULL,1000000,0,True,False,2021-01-26
NTFAX,Aberdeen Intermediate Municipal Income Fund Class A,9.91,0.76,Muni National Interm,3,65.34M,55.63,1998-05-10,Aberdeen,2.88,0.00,97.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,4,2.52,0.68,2.16,2.52,3.06,2.38,3.38,NULL,1000,50,True,False,2021-01-26
GIGAX,Aberdeen Emerging Markets Sustainable Leaders Fund Class A,20.92,1.49,Foreign Large Growth,2,215.57M,28.30,2000-08-29,Aberdeen,1.33,98.67,0.00,0.00,0.00,0.00,4.09,11.73,20.05,3.93,4.57,5.22,2.03,10.65,0.00,6.38,31.37,13,7,22.60,8.83,17.86,22.60,8.38,11.22,5.15,NULL,1000,50,True,False,2021-01-26
GIGSX,Aberdeen Emerging Markets Sustainable Leaders Fund Institutional Service Class,21.34,1.15,Foreign Large Growth,2,215.57M,28.30,2000-08-29,Aberdeen,1.33,98.67,0.00,0.00,0.00,0.00,4.09,11.73,20.05,3.93,4.57,5.22,2.03,10.65,0.00,6.38,31.37,13,7,22.99,8.85,17.96,22.99,8.76,11.57,5.42,NULL,1000000,0,True,False,2021-01-26
WVCCX,Aberdeen International Small Cap Fund Class A,36.33,1.34,Foreign Small/Mid Growth,4,170.62M,29.65,1996-09-29,Aberdeen,3.54,94.77,0.00,1.69,0.00,0.00,2.19,10.85,5.53,2.42,9.40,22.98,0.00,1.33,0.00,25.44,19.86,16,8,26.06,7.78,17.53,26.06,12.13,14.29,9.65,NULL,1000,50,True,False,2021-01-26
WPVAX,Aberdeen International Small Cap Fund Class R,34.05,1.65,Foreign Small/Mid Growth,4,170.62M,29.65,1996-09-29,Aberdeen,3.54,94.77,0.00,1.69,0.00,0.00,2.19,10.85,5.53,2.42,9.40,22.98,0.00,1.33,0.00,25.44,19.86,16,8,25.68,7.78,17.45,25.68,11.79,13.93,9.33,NULL,0,0,True,False,2021-01-26
AIGYX,Aberdeen Realty Income & Growth Fund Institutional Class,12.38,1.03,Real Estate,4,49.51M,22.61,1998-12-28,Aberdeen,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,4,-6.20,3.70,9.33,-6.20,3.67,5.48,8.93,NULL,1000000,0,True,False,2021-01-26
GXXAX,Aberdeen U.S. Sustainable Leaders Fund Class A,14.31,1.19,Large Growth,2,443.63M,47.13,2000-06-29,Aberdeen,0.56,99.44,0.00,0.00,0.00,0.00,2.88,6.97,17.31,6.95,1.97,8.14,6.05,3.34,0.00,17.95,28.45,13,7,25.58,4.10,12.30,25.58,16.98,16.41,12.24,NULL,1000,50,True,False,2021-01-26
GXXIX,Aberdeen U.S. Sustainable Leaders Fund Institutional Service Class,15.60,0.97,Large Growth,3,443.63M,47.13,2000-06-29,Aberdeen,0.56,99.44,0.00,0.00,0.00,0.00,2.88,6.97,17.31,6.95,1.97,8.14,6.05,3.34,0.00,17.95,28.45,7,2,25.79,4.10,12.31,25.79,17.22,16.66,12.46,NULL,1000000,0,True,False,2021-01-26
GSXAX,Aberdeen U.S. Small Cap Equity Fund Class A,40.83,1.41,Small Growth,3,862.34M,60.67,1998-11-01,Aberdeen,3.25,96.75,0.00,0.00,0.00,0.00,6.95,7.07,14.34,2.94,9.08,13.96,1.42,1.54,0.00,25.05,17.64,16,6,26.95,8.15,22.64,26.95,11.11,13.42,12.66,NULL,1000,50,True,False,2021-01-26
GSXIX,Aberdeen U.S. Small Cap Equity Fund Institutional Service Class,44.11,1.11,Small Growth,3,862.34M,60.67,1998-11-01,Aberdeen,3.25,96.75,0.00,0.00,0.00,0.00,6.95,7.07,14.34,2.94,9.08,13.96,1.42,1.54,0.00,25.05,17.64,16,6,27.27,8.17,22.71,27.27,11.41,13.73,12.99,NULL,1000000,0,True,False,2021-01-26
BJBIX,Aberdeen International Sustainable Leaders Fund Class A,32.12,1.38,Foreign Large Blend,3,142.1M,34.00,1993-10-03,Aberdeen,0.54,99.46,0.00,0.00,0.00,0.00,8.75,6.16,15.00,4.33,7.81,19.74,3.36,0.00,0.00,18.56,16.29,17,10,17.06,7.54,16.54,17.06,6.55,11.18,3.04,NULL,1000,50,True,False,2021-01-26
JIEIX,Aberdeen International Sustainable Leaders Fund Class I,33.00,1.13,Foreign Large Blend,3,142.1M,34.00,1999-11-16,Aberdeen,0.54,99.46,0.00,0.00,0.00,0.00,8.75,6.16,15.00,4.33,7.81,19.74,3.36,0.00,0.00,18.56,16.29,13,8,17.37,7.55,16.61,17.37,6.80,11.46,3.30,NULL,1000000,0,True,False,2021-01-26
BJBGX,Aberdeen Total Return Bond Fund Class A,13.82,0.69,Intermediate Core Bond,4,203.82M,141.00,1992-06-30,Aberdeen,0.00,0.00,96.57,0.00,0.00,3.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,5,10.53,0.55,1.45,10.53,5.92,5.07,4.07,NULL,1000,50,True,False,2021-01-26
